Date,MS,XLF,VIX,AvgVIX,zscore
2020-12-04,54.81509017944336,26.30345916748047,20.790000915527344,22.704500198364258,1.1686131225953238
2020-12-07,54.1910514831543,26.12193489074707,21.299999237060547,22.526500129699706,1.1220482426102134
2020-12-08,53.89589309692383,26.11285972595215,20.68000030517578,22.273000144958495,1.0510662516784062
2020-12-09,54.283809661865234,26.04932403564453,22.270000457763672,22.146500205993654,1.1924718209153473
2020-12-10,54.34284210205078,26.094709396362305,22.520000457763672,22.100000190734864,1.1788872589727861
2020-12-11,53.398345947265625,25.83148765563965,23.309999465942383,21.998000144958496,1.1010654645930367
2020-12-14,52.18397521972656,25.531965255737305,24.719999313354492,22.079000091552736,0.9761972316851869
2020-12-15,53.92961502075195,25.967634201049805,22.889999389648438,22.101000022888183,1.1524352556779762
2020-12-16,54.165748596191406,26.01301383972168,22.5,22.09050006866455,1.1849170089658883
2020-12-17,54.53679656982422,26.08562469482422,21.93000030517578,21.995000076293945,1.2351259054662473
2020-12-18,54.12358093261719,25.858715057373047,21.56999969482422,21.91800003051758,1.272332963231498
2020-12-21,57.201663970947266,26.207300186157227,25.15999984741211,21.99099998474121,1.8506554783728142
2020-12-22,56.1981315612793,25.951791763305664,24.229999542236328,22.069499969482422,1.7525606617808593
2020-12-23,57.52210998535156,26.380674362182617,23.309999465942383,22.15299997329712,1.8234548347751074
2020-12-24,57.42090606689453,26.417171478271484,21.530000686645508,22.167000007629394,1.7738612981673976
2020-12-28,57.38718795776367,26.544925689697266,21.700000762939453,22.210000038146973,1.6836332835594894
2020-12-29,57.10045623779297,26.45366859436035,23.079999923706055,22.335500049591065,1.6672435572485054
2020-12-30,57.210086822509766,26.572307586669922,22.770000457763672,22.435500049591063,1.6201114683217952
2020-12-31,57.79197311401367,26.900802612304688,22.75,22.514500045776366,1.5620018563626101
