Date,MNST,V,VIX,AvgVIX,zscore
2018-05-08,26.540000915527344,122.85553741455078,14.710000038146973,16.387999963760375,-0.538746067664458
2018-05-09,24.55500030517578,123.74456787109375,13.420000076293945,16.046999979019166,-1.4883561195632435
2018-05-10,25.030000686645508,123.8958969116211,13.229999542236328,15.783999967575074,-1.2737359643278368
2018-05-11,24.635000228881836,124.67143249511719,12.649999618530273,15.54599995613098,-1.4834463626552914
2018-05-14,24.46500015258789,124.09449768066406,12.930000305175781,15.36449999809265,-1.5421412894310902
2018-05-15,24.100000381469727,123.99046325683594,14.630000114440918,15.333500003814697,-1.7074842101001269
2018-05-16,24.045000076293945,123.79185485839844,13.420000076293945,15.224499988555909,-1.7260596500301455
2018-05-17,24.28499984741211,123.08137512207031,13.430000305175781,15.098000001907348,-1.5903492032628368
2018-05-18,24.735000610351562,123.08137512207031,13.420000076293945,14.925000047683715,-1.3820564494169665
2018-05-21,24.954999923706055,123.77290344238281,13.079999923706055,14.762000036239623,-1.3041894486637724
2018-05-22,24.84000015258789,123.82025909423828,13.220000267028809,14.52200002670288,-1.359060706159064
2018-05-23,25.0049991607666,124.92859649658203,12.579999923706055,14.259000015258788,-1.3210960891063366
2018-05-24,24.809999465942383,124.93806457519531,12.529999732971191,14.07350001335144,-1.4116840990482664
2018-05-25,24.829999923706055,124.36016845703125,13.220000267028809,13.964000034332276,-1.3823997848921823
2018-05-29,24.645000457763672,122.85403442382812,17.020000457763672,14.01850004196167,-1.4158366372178792
2018-05-30,25.979999542236328,123.75394439697266,14.9399995803833,13.991000032424926,-0.8290888086685085
2018-05-31,25.579999923706055,123.82975006103516,15.430000305175781,13.964000034332276,-1.016864435018572
2018-06-01,25.75,123.95289611816406,13.460000038146973,13.842000055313111,-0.9424437162101129
2018-06-04,25.895000457763672,126.05586242675781,12.739999771118164,13.740500020980836,-0.9482041688890578
2018-06-05,25.68000030517578,126.52001953125,12.399999618530273,13.623000001907348,-1.0638068210770626
2018-06-06,26.600000381469727,129.09669494628906,11.640000343322754,13.469500017166137,-0.7272577695519341
2018-06-07,26.415000915527344,126.78529357910156,12.130000114440918,13.405000019073487,-0.7327885391011351
2018-06-08,27.739999771118164,127.63783264160156,12.180000305175781,13.352500057220459,-0.14902792446694835
2018-06-11,28.03499984741211,126.85155487060547,12.350000381469727,13.337500095367432,0.014767361548436235
2018-06-12,28.09000015258789,127.75147247314453,12.34000015258789,13.308000087738037,0.009039328736374246
2018-06-13,28.049999237060547,127.31575012207031,12.9399995803833,13.223500061035157,0.005623735871827704
2018-06-14,28.024999618530273,127.88416290283203,12.119999885559082,13.158500051498413,-0.025645910154926947
2018-06-15,28.21500015258789,127.9788589477539,11.979999542236328,13.086000013351441,0.05901837960922525
2018-06-18,28.045000076293945,129.02084350585938,12.3100004196167,13.030500030517578,-0.05577927990199666
2018-06-19,27.940000534057617,127.98833465576172,13.350000381469727,13.044000053405762,-0.06859961953561315
2018-06-20,27.770000457763672,128.3577880859375,12.789999961853027,13.022500038146973,-0.16009109421388593
2018-06-21,27.985000610351562,127.43893432617188,14.640000343322754,13.125500059127807,-0.028731187304678853
2018-06-22,28.43000030517578,128.1967010498047,13.770000457763672,13.187500095367431,0.15098673606946952
2018-06-25,28.315000534057617,124.02863311767578,17.329999923706055,13.393000078201293,0.24219859222863346
2018-06-26,28.1200008392334,125.56327056884766,15.920000076293945,13.338000059127808,0.09875670263383599
2018-06-27,27.96500015258789,124.11392211914062,17.90999984741211,13.486500072479249,0.07723757313382601
2018-06-28,28.389999389648438,125.74322509765625,16.850000381469727,13.557500076293945,0.21749524994292077
2018-06-29,28.649999618530273,125.46858978271484,16.09000015258789,13.68900008201599,0.34735940738011595
2018-07-02,28.790000915527344,125.51594543457031,15.600000381469727,13.832000112533569,0.4105210046835765
2018-07-03,28.84000015258789,124.52123260498047,16.139999389648438,14.019000101089478,0.4681354606068141
2018-07-05,28.81999969482422,126.26427459716797,14.970000267028809,14.18550009727478,0.3984736769632845
2018-07-06,29.219999313354492,127.0221176147461,13.369999885559082,14.247500085830689,0.557359681029438
2018-07-09,29.360000610351562,128.37672424316406,12.6899995803833,14.273000049591065,0.5752192371075244
