Date,SHEL,INTC,VIX,AvgVIX,zscore
2023-06-05,51.64295959472656,29.263525009155273,14.729999542236328,17.183500003814697,0.03886581339330103
2023-06-06,51.634010314941406,30.341550827026367,13.960000038146973,17.03250002861023,0.002521564922713778
2023-06-07,52.08143997192383,30.655160903930664,13.9399995803833,16.84400005340576,0.06772363243606455
2023-06-08,52.654151916503906,31.184371948242188,13.649999618530273,16.679500007629393,0.1470529563141531
2023-06-09,52.287261962890625,30.713960647583008,13.829999923706055,16.52449998855591,0.10047906333289298
2023-06-12,51.74139404296875,32.409400939941406,15.010000228881836,16.423499965667723,-0.04622201771577749
2023-06-13,52.25146484375,33.23262023925781,14.609999656677246,16.297999906539918,0.01305885764461562
2023-06-14,53.11949920654297,34.869266510009766,13.880000114440918,16.092499923706054,0.10632576280331237
2023-06-15,54.30072021484375,35.10447311401367,14.5,15.973999881744385,0.2976147747190126
2023-06-16,54.00541305541992,35.64347839355469,13.539999961853027,15.84849991798401,0.230473517740189
2023-06-20,53.987518310546875,34.30084991455078,13.880000114440918,15.701999950408936,0.27084874094304945
2023-06-21,54.36336135864258,32.2427978515625,13.199999809265137,15.50149998664856,0.4006397530150363
2023-06-22,53.77275466918945,32.05659103393555,12.90999984741211,15.220499944686889,0.3072128753039778
2023-06-23,53.33426284790039,32.34080123901367,13.4399995803833,14.890999889373779,0.2241966155109754
2023-06-26,53.871185302734375,32.674007415771484,14.25,14.646499919891358,0.3038339064505687
2023-06-27,53.638519287109375,33.418827056884766,13.739999771118164,14.435999870300293,0.24058886870580581
2023-06-28,53.370052337646484,32.899417877197266,13.430000305175781,14.23449993133545,0.21217051432367415
2023-06-29,53.55797576904297,32.252601623535156,13.539999961853027,14.01449990272522,0.2647148796913388
2023-06-30,54.032257080078125,32.77201461791992,13.59000015258789,13.9114999294281,0.32778742508281694
2023-07-03,54.461795806884766,32.94841384887695,13.569999694824219,13.859999895095825,0.39441117446844587
2023-07-05,53.56692886352539,31.8605899810791,14.180000305175781,13.832499933242797,0.27889058907072084
2023-07-06,52.376747131347656,31.331378936767578,15.4399995803833,13.906499910354615,0.09559382619897297
2023-07-07,53.379005432128906,31.213775634765625,14.829999923706055,13.950999927520751,0.26815109080215405
2023-07-10,53.62062454223633,32.08599853515625,15.069999694824219,14.021999931335449,0.28064739724213594
2023-07-11,54.47074890136719,32.63480758666992,14.84000015258789,14.07249994277954,0.40605314160237793
2023-07-12,55.294029235839844,33.30122756958008,13.539999961853027,13.9989999294281,0.5231382755983022
2023-07-13,55.58039474487305,33.19342041015625,13.609999656677246,13.948999929428101,0.5748394029125529
2023-07-14,54.30072021484375,32.48780822753906,13.34000015258789,13.92199993133545,0.3821747161922681
2023-07-17,54.417057037353516,33.683433532714844,13.479999542236328,13.870999908447265,0.3631253746950709
2023-07-18,54.62287902832031,33.81083679199219,13.300000190734863,13.858999919891357,0.3936638196507123
2023-07-19,55.240333557128906,33.771636962890625,13.760000228881836,13.852999925613403,0.4988954680880816
2023-07-20,56.01887130737305,32.70341110229492,13.989999771118164,13.892499923706055,0.6645036814803033
2023-07-21,56.3499755859375,33.34042739868164,13.600000381469727,13.926999950408936,0.6996681113406064
2023-07-24,56.71687316894531,32.95821762084961,13.90999984741211,13.950499963760375,0.7737965262118528
2023-07-25,56.403663635253906,33.418827056884766,13.859999656677246,13.930999946594238,0.7061743630874469
